Ticker,Name,Price,Dividend Yield,Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
MINI,"Mobile Mini, Inc.",42.315,0.026290631,1847.31968,22.28,0.579282743,1.131109547
MIRM,"Mirum Pharmaceuticals, Inc.",16.45,N/A,436.4541,N/A,N/A,0.209824818
MITK,"Mitek Systems, Inc.",9.665,N/A,388.96851,129.8,N/A,0.293097183
MITT,"AG Mortgage Investment Trust, Inc.",16.17,0.120817844,528.45588,275.94,33.27645051,0.300818923
MJCO,Majesco,7.35,N/A,316.91988,42.32,N/A,0.918065938
MLAB,"Mesa Laboratories, Inc.",257.95,0.002571417,1087.6493,211.72,0.525969757,0.77133056
MLHR,"Herman Miller, Inc.",40.91,0.020123457,2392.011,11.37,0.226527322,1.119530487
MLI,"Mueller Industries, Inc.",32.87,0.01217656,1870.8732,18.17,0.221067757,1.451223405
MLND,"Millendo Therapeutics, Inc.",7.05,N/A,117.832528,-0.57,N/A,1.026089927
MLP,"Maui Land & Pineapple Co., Inc.",12.77,N/A,240.3846,100,N/A,1.112288988
MLR,"Miller Industries, Inc. (Tennessee)",34.34,0.021396731,383.61,10.24,0.214739479,0.953972771
MLVF,"Malvern Bancorp, Inc.",20.71,N/A,158.786719,16.19,N/A,0.729862932
MMAC,"MMA Capital Holdings, Inc.",31.94,N/A,181.842211,3.74,N/A,0.397651738
MMI,"Marcus & Millichap, Inc.",36.91,N/A,1436.1444,17.6,N/A,0.96158137
MMS,"MAXIMUS, Inc.",73.71,0.013924564,4730.60341,19.49,0.272414705,1.071747057
MMSI,"Merit Medical Systems, Inc.",39.37,N/A,2218.84971,114.65,N/A,0.794597963
MNK,Mallinckrodt Plc,5.325,N/A,425.51058,-0.12,N/A,1.452259441
MNKD,MannKind Corp.,1.455,N/A,301.35568,-5.67,N/A,0.979244429
MNLO,"Menlo Therapeutics, Inc.",5.16,N/A,125.19648,-1.72,N/A,1.418223987
MNOV,"MediciNova, Inc.",6.12,N/A,270.06672,-23.25,N/A,1.636711073
MNR,Monmouth Real Estate Investment Corp.,15.01,0.04494382,1480.00147,30.22,1.369035635,0.504463305
MNRL,"Brigham Minerals, Inc.",16.83,0.039592082,946.256013,N/A,N/A,0.099694086
MNRO,"Monro, Inc.",62.25,0.013995118,2044.5644,26.45,0.365304562,0.838900743
MNSB,"MainStreet Bancshares, Inc.",22.05,N/A,185.1066,13.04,N/A,0.397836331
MNTA,"Momenta Pharmaceuticals, Inc.",31.545,N/A,3604.86325,-14.57,N/A,1.710605778
MOBL,"MobileIron, Inc.",4.5,N/A,505.25981,-10.07,N/A,0.953366622
MOD,Modine Manufacturing Co.,8.63,N/A,426.7872,40.86,N/A,1.539484456
MODN,"Model N, Inc.",33.75,N/A,1115.68898,-62.57,N/A,0.964129972
MOFG,"MidWestOne Financial Group, Inc.",32.57,0.024657534,530.9217,11.21,0.279108232,1.126320634
MOG.A,"Moog, Inc.",94.99,0.010608954,3190.32019,17.79,0.187234361,1.362343913
MORF,"Morphic Holding, Inc.",17.5,N/A,600.22996,N/A,N/A,0.095834898
MOV,"Movado Group, Inc.",16.52,0.046290425,362.988262,6.74,0.297631182,1.194366912
MPAA,"Motorcar Parts of America, Inc.",18.72,N/A,339.4735,-185.9,N/A,1.380753344
MPB,"Mid Penn Bancorp, Inc.",24.26,0.027205276,205.74906,11.49,0.31247041,1.054177524
MPX,Marine Products Corp.,14.59,0.033103448,492.4345,17.6,0.579080709,0.987853858
MR,Montage Resources Corp.,3.5,N/A,123.5445,1.63,N/A,1.614543343
MRC,"MRC Global, Inc.",11.4,N/A,913.928336,19.48,N/A,1.841284935
MRCY,"Mercury Systems, Inc.",83.625,N/A,4629.45192,69.88,N/A,0.935722464
MRKR,"Marker Therapeutics, Inc.",2.83,N/A,38.8284,-0.4,N/A,1.574871406
MRLN,Marlin Business Services Corp.,20.06,0.027888446,243.24912,9.05,0.252741797,0.961127572
MRNS,"Marinus Pharmaceuticals, Inc.",2.235,N/A,117.25117,-2.3,N/A,0.987212271
MRSN,"Mersana Therapeutics, Inc.",8.155,N/A,372.53752,-8.55,N/A,1.545736065
MRTN,Marten Transport Ltd.,21.77,0.005555556,1181.5848,19.48,0.107353731,1.112906263
MRTX,"Mirati Therapeutics, Inc.",95.65,N/A,4068.004034,-20.41,N/A,1.352109973
MSA,"MSA Safety, Inc.",140.51,0.011361216,5455.47254,41.74,0.475285171,0.983419934
MSBI,"Midland States Bancorp, Inc.",27.08,0.035609398,665.2008,11.87,0.425009858,1.08861149
MSEX,Middlesex Water Co.,68.15,0.014178113,1180.25301,34.43,0.485019957,0.560957182
MSGN,"MSG Networks, Inc.",16.1,N/A,927.17347,6.43,N/A,0.855406487
MSON,"Misonix, Inc.",17.42,N/A,301.909734,-30.69,N/A,1.206955579
MSTR,"MicroStrategy, Inc.",149.56,N/A,1538.6436,44.54,N/A,0.731417427
MTDR,Matador Resources Co.,13.48,N/A,1544.32684,7.84,N/A,1.90870705
MTEM,"Molecular Templates, Inc.",14.71,N/A,565.248365,-9.01,N/A,1.180867511
MTH,Meritage Homes Corp.,72.56,N/A,2773.99657,11.12,N/A,0.590746407
MTOR,"Meritor, Inc.",25.67,N/A,1860.3147,8.77,N/A,1.75272709
MTRN,Materion Corp.,58.41,0.007364275,1191.33117,79.18,0.582892775,1.198773224
MTRX,Matrix Service Co.,13.75,N/A,360.93981,-27450,N/A,1.209808379
MTSC,MTS Systems Corp.,45.72,0.026942075,854.54444,23.23,0.610097107,0.81044655
MTSI,"MACOM Technology Solutions Holdings, Inc.",29.73,N/A,1968.49632,-5.01,N/A,1.727664147
MTW,"The Manitowoc Co., Inc.",12.97,N/A,451.03125,9.86,N/A,2.177640817
MTX,"Minerals Technologies, Inc.",56.97,0.003582945,1945.6061,15.05,0.052833179,1.765479484
MTZ,"MasTec, Inc.",60.54,N/A,4541.754,14.1,N/A,1.062104054
MUSA,"Murphy USA, Inc.",105.1,N/A,3217.7944,21.26,N/A,0.510866604
MVBF,MVB Financial Corp.,19.79,0.007742258,236.71648,8.93,0.071052028,0.535637669
MWA,"Mueller Water Products, Inc.",12.37,0.016762061,1930.98247,20.51,0.339854111,1.183283335
MXL,"MaxLinear, Inc.",18.71,N/A,1337.56854,-66.87,N/A,1.546518435
MYE,"Myers Industries, Inc.",16.66,0.032296651,593.8944,28.2,0.914169629,0.933228265
MYGN,"Myriad Genetics, Inc.",19.95,N/A,1470.126,-56.3,N/A,1.632840102
MYOK,"MyoKardia, Inc.",70.33,N/A,3232.12192,-13.48,N/A,1.349826837
MYRG,"MYR Group, Inc.",30.36,N/A,500.2724,14.14,N/A,1.239796718
NANO,"Nanometrics, Inc.",35.33,N/A,877.2439,28.02,N/A,1.172457589
NAT,Nordic American Tankers Ltd.,3.56,0.051282051,500.55408,-15.08,-0.762388818,1.372108648
NATH,"Nathan's Famous, Inc.",66.01,0.019847328,275.9515,22.02,0.42986575,0.71057616
NATR,"Nature's Sunshine Products, Inc.",10.44,N/A,201.81564,71.77,N/A,1.268257057
NAV,Navistar International Corp.,37.66,N/A,3736.95075,16.94,N/A,1.248400798
NBEV,New Age Beverages Corp.,1.965,N/A,156.00406,-5.69,N/A,1.036342536
NBHC,National Bank Holdings Corp.,33.27,0.02269289,1030.39985,12.92,0.291216898,1.105414902
NBN,Northeast Bank (Maine),20.6,0.001950268,185.441842,13.38,0.026090927,0.789533526
NBR,Nabors Industries Ltd.,2.285,0.040909091,799.5152,-1.21,-0.047773236,2.412246828
NBTB,"NBT Bancorp, Inc.",39.32,0.026895492,1709.63968,14.24,0.380228137,0.978646449
NC,"NACCO Industries, Inc.",47.88,0.014791667,335.74464,7.53,0.111649264,0.341952124
NCBS,"Nicolet Bankshares, Inc.",72.2,N/A,672.19782,12.61,N/A,0.775615351
NCI,"Navigant Consulting, Inc.",27.99,0.005359057,N/A,N/A,N/A,N/A
NCMI,"National CineMedia, Inc.",7.725,0.087291399,1253.773134,17.91,1.575532901,0.872884804
NCSM,"NCS Multistage Holdings, Inc.",1.64,N/A,72.56015,-0.32,N/A,2.946234787
NDLS,Noodles & Co.,8.2,N/A,342.82794,126.74,N/A,0.946214143
NE,Noble Corp. Plc,1.04,N/A,199.36,-0.37,N/A,2.760093917
NEO,"NeoGenomics, Inc.",34.54,N/A,3491.40352,1807.59,N/A,1.164894262
NEOG,Neogen Corp.,71.93,N/A,3793.61067,62.83,N/A,1.283948024
NERV,"Minerva Neurosciences, Inc.",8.38,N/A,330.932,-5.87,N/A,1.304377213
NESR,National Energy Services Reunited Corp.,7.415,N/A,617.87223,11.18,N/A,0.92273602
NEWM,"New Media Investment Group, Inc.",6.7,0.226865672,405.2227,-34.79,-7.892004154,0.776719998
NEXT,NextDecade Corp.,4.9,N/A,566.43944,-11.84,N/A,1.478222079
NFBK,"Northfield Bancorp, Inc. (New Jersey)",15.92,0.027112232,779.9155,18.51,0.49976755,0.794965855
NG,"NovaGold Resources, Inc.",8.86,N/A,2938.56245,-104.11,N/A,-0.743302128
NGHC,National General Holdings Corp.,21.955,0.00767841,2509.08192,10.62,0.08219708,0.853632124
NGM,"NGM Biopharmaceuticals, Inc.",16.425,N/A,1082.4772,N/A,N/A,0.259200891
NGS,"Natural Gas Services Group, Inc.",10.41,N/A,134.434592,-11.81,N/A,0.988211867
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",8.85,0.007882883,199.7112,21.85,0.172839506,0.740284085
NGVT,Ingevity Corp.,66.23,N/A,2750.34624,15.13,N/A,1.74053852
NHC,National HealthCare Corp.,83.63,0.024528075,1274.08123,17.58,0.428787624,0.462160271
NHI,"National Health Investors, Inc.",86.56,0.047723091,3822.80508,23.94,1.147581782,0.24650632
NINE,"Nine Energy Service, Inc.",5.26,N/A,142.45387,-1.96,N/A,1.756213965
NJR,New Jersey Resources Corp.,42.48,0.028437133,4066.54605,22.27,0.634271636,0.462184425
NKSH,"National Bankshares, Inc.",40.395,0.034959759,258.0424,15,0.523777225,0.628014022
NL,"NL Industries, Inc.",3.54,N/A,165.7704,7.72,N/A,1.276650711
NMIH,"NMI Holdings, Inc.",31,N/A,2418.08417,12.2,N/A,1.287894695
NMRK,"Newmark Group, Inc.",12.065,0.032395567,2110.467852,15.92,0.501650165,1.432031266
NNBR,"NN, Inc.",9.63,0.030237581,391.94802,-1.61,-0.046796136,1.66455389
NNI,"Nelnet, Inc.",58.38,0.012305589,2322.650465,19.54,0.241004184,0.71007426
NODK,"NI Holdings, Inc.",15.71,N/A,335.844,14.04,N/A,0.587174781
NOG,"Northern Oil & Gas, Inc.",1.61,N/A,641.14504,2.5,N/A,2.064580218
NOVA,"Sunnova Energy International, Inc.",16.28,N/A,1234.5207,N/A,N/A,0.2382623
NOVT,"Novanta, Inc.",97.695,N/A,3411.64798,79.09,N/A,1.415914167
NP,"Neenah, Inc.",70.55,0.025089095,1179.57225,22.61,0.563994104,1.134229523
NPK,"National Presto Industries, Inc.",91.82,0.064878893,647.63744,15.21,0.99395345,0.909282115
NPO,"EnPro Industries, Inc.",59.57,0.016658253,1235.19312,92.5,1.537267081,1.768579622
NPTN,NeoPhotonics Corp.,7.92,N/A,371.676368,-14.18,N/A,1.537517479
NR,"Newpark Resources, Inc.",4.495,N/A,373.31008,-31.04,N/A,1.110884329
NRC,National Research Corp.,67.3,0.011490866,1691.5696,52.15,0.598618573,0.538027872
NRCG,NRC Group Holdings Corp.,12.24,N/A,N/A,N/A,N/A,N/A
NRIM,"Northrim BanCorp, Inc.",37.82,0.033421751,247.2743,12.3,0.407252982,0.932287445
NSA,National Storage Affiliates Trust,36.7,0.034009874,3341.041961,-77.62,-2.622673435,0.321617434
NSIT,"Insight Enterprises, Inc.",60.295,N/A,2376.60696,13.11,N/A,1.282325264
NSP,"Insperity, Inc.",71.64,0.013471037,3563.02184,19.38,0.324552388,1.321159229
NSSC,"Napco Security Technologies, Inc.",23.315,N/A,412.72539,29.45,N/A,0.965752287
NSTG,"NanoString Technologies, Inc.",31.2,N/A,1126.81914,-12.07,N/A,1.509023691
NTB,The Bank of N.T. Butterfield & Son Ltd.,34.51,0.049548237,1845.46628,10.07,0.49595939,1.247874964
NTCT,"NetScout Systems, Inc.",29.065,N/A,2132.938176,222.59,N/A,1.464843991
NTGN,"Neon Therapeutics, Inc.",1.44,N/A,41.3712,-0.46,N/A,1.668153317
NTGR,"NETGEAR, Inc.",23.145,N/A,680.73055,28.02,N/A,1.08161527
NTLA,"Intellia Therapeutics, Inc.",15.595,N/A,735.6741,-7.93,N/A,2.352968605
NTRA,"Natera, Inc.",36.46,N/A,2709.63156,-19.64,N/A,1.852024566
NTUS,"Natus Medical, Inc.",31.895,N/A,1077.9258,-75.59,N/A,0.836959979
NUVA,"NuVasive, Inc.",77.3,N/A,4027.40316,84.27,N/A,0.505913921
NVAX,"Novavax, Inc.",7.295,N/A,231.603946,-1.03,N/A,0.157692601
NVCR,Novocure Ltd.,92.49,N/A,8971.53985,-319.44,N/A,1.569389288
NVEC,NVE Corp.,73.57,0.054869684,353.2734,25.43,1.382599979,0.814456584
NVEE,"NV5 Global, Inc.",64.68,N/A,795.797312,27.97,N/A,1.175882816
NVRO,Nevro Corp.,140.25,N/A,4322.940172,-43.02,N/A,0.718344295
NVTA,Invitae Corp.,25.77,N/A,2412.3907,-11.55,N/A,2.128834836
NWBI,"Northwest Bancshares, Inc. (Pennsylvania)",15.815,0.04556962,1688.625,15.03,0.684020521,0.673937479
NWE,NorthWestern Corp.,77.46,0.029411765,3902.07545,18.71,0.549384207,0.278873976
NWFL,Norwood Financial Corp.,34.41,0.02818948,218.19381,15.24,0.427916005,1.033792677
NWLI,"National Western Life Group, Inc.",275.97,0.001299404,1007.3538,8.43,0.011006145,0.804554184
NWN,Northwest Natural Holding Co.,74.32,0.025613373,2257.74248,34.74,0.888182498,0.287509351
NWPX,Northwest Pipe Co.,35.07,N/A,340.36524,21.34,N/A,0.71534147
NX,Quanex Building Products Corp.,18.67,0.017094017,619.31376,-13.16,-0.225542712,1.039894065
NXGN,"NextGen Healthcare, Inc.",14.615,N/A,944.805324,60.85,N/A,1.32259964
NXRT,"NexPoint Residential Trust, Inc.",50.34,0.021816739,1265.906688,11.35,0.248099781,0.31126664
NXTC,"NextCure, Inc.",45.155,N/A,1275.00178,N/A,N/A,-4.015828448
NYMT,"New York Mortgage Trust, Inc.",6.225,0.129449838,1986.07278,13.1,1.68527491,0.362566763
NYNY,"Empire Resorts, Inc.",9.75,N/A,N/A,N/A,N/A,N/A
OAS,"Oasis Petroleum, Inc.",2.17,N/A,716.52353,3.97,N/A,2.129061278
OBNK,"Origin Bancorp, Inc.",35.81,0.006959911,843.43752,15.58,0.108894503,0.817447279
OCFC,OceanFirst Financial Corp.,23.495,0.028899278,1288.931046,13.29,0.384920186,0.90404865
OCN,Ocwen Financial Corp.,1.6,N/A,214.28748,-1.2,N/A,0.822938687
OCUL,"Ocular Therapeutix, Inc.",5.505,N/A,250.01392,-3.06,N/A,1.204075081
OCX,OncoCyte Corp.,2.45,N/A,156.1385,-6.16,N/A,0.952319797
ODC,Oil-Dri Corp. of America,35.79,0.027660175,269.684621,16.35,0.447815756,1.312414197
ODP,"Office Depot, Inc.",2.425,0.040816327,1338.8858,44.08,1.821493625,1.822194929
ODT,"Odonate Therapeutics, Inc.",33.02,N/A,1062.94292,-7.55,N/A,0.762065563
OEC,Orion Engineered Carbons SA,16.36,0.049689441,969.41642,11.09,0.542078872,1.745544986
OFG,OFG Bancorp,20.71,0.013592233,1058.8194,22.29,0.301399354,1.419890528
OFIX,"Orthofix Medical, Inc.",43.81,N/A,837.08615,-26.69,N/A,1.061742613
OFLX,"Omega Flex, Inc.",93.5,0.010505051,999.306,53.77,0.591077011,0.8489942
OGS,"ONE Gas, Inc.",93.89,0.020844411,4958.86011,27.51,0.574258006,0.424712468
OII,"Oceaneering International, Inc.",13.24,N/A,1273.2291,-8.73,N/A,1.950150627
OIS,"Oil States International, Inc.",10.93,N/A,641.3318,-9.18,N/A,2.173458619
OLBK,"Old Line Bancshares, Inc.",28.71,N/A,490.27,13.4,N/A,N/A
OLP,"One Liberty Properties, Inc.",28.07,0.063807161,561.379,44.08,2.826633166,0.438203968
OMCL,"Omnicell, Inc.",88.34,N/A,3729.96572,59.96,N/A,1.182390466
OMER,Omeros Corp.,12.72,N/A,676.520898,-7.93,N/A,0.922165556
OMI,"Owens & Minor, Inc.",6.72,0.011973875,433.05028,-1.41,-0.017354537,1.35129248
OMN,"OMNOVA Solutions, Inc.",10.14,N/A,454.37102,-20.27,N/A,0.852535218
ONB,Old National Bancorp,18.225,0.028571429,3087.0112,13.18,0.375912673,1.063327444
ONCE,"Spark Therapeutics, Inc.",113.57,N/A,4286.92679,-17.35,N/A,-0.115949029
ONDK,"On Deck Capital, Inc.",3.99,N/A,292.428279,10.42,N/A,1.178485875
OOMA,"Ooma, Inc.",13.51,N/A,295.08192,-14.05,N/A,1.021433867
OPB,Opus Bank,27.485,0.016034985,988.00464,16.59,0.265524108,1.034744499
OPBK,OP Bancorp,10,0.020140987,155.93079,9.57,0.191460846,1.061466066
OPI,Office Properties Income Trust,34.62,0.098740111,1645.16839,-11.43,-1.113276734,1.009489605
OPK,"OPKO Health, Inc.",1.615,N/A,1071.61761,-3.38,N/A,1.666899641
OPRX,OptimizeRx Corp.,11.16,N/A,150.525756,-126.65,N/A,0.719468849
OPTN,"OptiNose, Inc.",7.36,N/A,339.15458,-2.73,N/A,1.631571039
OPY,"Oppenheimer Holdings, Inc.",27.24,0.016733358,349.09551,6.63,0.111960278,0.935681652
ORA,"Ormat Technologies, Inc.",85.37,0.00507794,4318.17192,46.26,0.232999187,0.726364524
ORBC,"ORBCOMM, Inc.",3.96,N/A,300.61824,-14.55,N/A,1.399863295
ORC,"Orchid Island Capital, Inc.",6.19,0.15483871,391.0526,-16.99,-2.634467618,0.55827329
ORGO,"Organogenesis Holdings, Inc.",4.82,N/A,497.9664,-9.22,N/A,1.899013248
ORIT,Oritani Financial Corp.,18.84,N/A,839.85,16,N/A,N/A
ORRF,"Orrstown Financial Services, Inc.",21.67,0.028355388,236.992,13.47,0.371586053,0.768068247
OSBC,"Old Second Bancorp, Inc.",12.41,0.003177125,376.84388,9.39,0.030305326,1.04661193
OSG,"Overseas Shipholding Group, Inc.",2.2,N/A,172.20876,-26.16,N/A,1.25670211
OSIS,"OSI Systems, Inc.",91.26,N/A,1669.96515,21.29,N/A,0.738774568
OSMT,Osmotica Pharmaceuticals Plc,5.255,N/A,316.102438,-0.79,N/A,0.889302332
OSPN,"OneSpan, Inc.",17.95,N/A,712.36172,93.35,N/A,1.469815834
OSTK,"Overstock.com, Inc.",9.18,N/A,333.836391,-2.29,N/A,0.82439797
OSUR,"OraSure Technologies, Inc.",6.725,N/A,420.35406,16.87,N/A,1.349634685
OSW,OneSpaWorld Holdings Ltd.,15.745,0.002640264,925.9377,N/A,N/A,-0.019859821
OTTR,Otter Tail Corp.,54.16,0.025591279,2151.75708,26.63,0.681359768,0.624769199
OVBC,Ohio Valley Banc Corp.,34.52,0.024786073,162.23143,16.36,0.404507368,1.425063297
OVLY,Oak Valley Bancorp,17.58,0.015109121,146.7127,11.26,0.175165434,0.761651532
OXM,"Oxford Industries, Inc.",70.85,0.018585218,1182.7464,16.97,0.30903385,1.285777661
PACB,"Pacific Biosciences of California, Inc.",4.245,N/A,633.56076,-7.69,N/A,0.236174368
PACD,Pacific Drilling SA,1.81,N/A,123.76155,-0.07,N/A,2.413105718
PAHC,Phibro Animal Health Corp.,27.1,0.017817372,1089.831676,28.8,0.510312566,1.000757697
PAR,PAR Technology Corp.,31.42,N/A,515.35785,-31.94,N/A,0.915200802
PARR,"Par Pacific Holdings, Inc.",19.73,N/A,1009.82086,45.34,N/A,0.736103629
PATK,"Patrick Industries, Inc.",58.45,0.004411505,1346.70588,13.96,0.059801459,1.77493875
PAYS,"PaySign, Inc.",9.28,N/A,434.19144,70.34,N/A,0.936228041
PBFS,"Pioneer Bancorp, Inc. (New York)",14.87,N/A,386.29286,N/A,N/A,0.025237577
PBH,"Prestige Consumer Healthcare, Inc.",43.87,N/A,2203.21938,-71.66,N/A,0.825815346
PBI,"Pitney Bowes, Inc.",4.055,0.049382716,691.9344,3.12,0.153881665,2.13791439
PBIP,"Prudential Bancorp, Inc.",17.64,0.012471655,156.9078,15.59,0.193236715,0.854187853
PBPB,Potbelly Corp.,4.99,N/A,115.44312,-4.43,N/A,1.128203213
PBYI,"Puma Biotechnology, Inc.",12.54,N/A,480.77874,-5.08,N/A,2.159007735
PCB,PCB Bancorp,15.2,0.016447368,238.7464,10.05,0.164820675,0.614359349
PCH,PotlatchDeltic Corp.,41.35,0.039486673,2723.79492,50.18,1.942218985,1.027496588
PCRX,"Pacira Biosciences, Inc.",49.49,N/A,2085.71538,916.67,N/A,0.75720626
PCSB,PCSB Financial Corp.,20.27,0.007451565,349.704399,36.7,0.271296799,0.236804427
PCYO,Pure Cycle Corp.,13.5,N/A,321.7995,35.15,N/A,0.762810537
PDCE,"PDC Energy, Inc.",22.2,N/A,2184.182,10.16,N/A,1.818927706
PDCO,"Patterson Cos., Inc.",23.495,0.044885628,2217.8324,39.27,1.737967914,1.033992313
PDFS,"PDF Solutions, Inc.",17.52,N/A,544.4505,-78.64,N/A,1.259592019
PDLB,PDL Community Bancorp,14.44,N/A,254.86215,85.66,N/A,0.365304708
PDLI,"PDL BioPharma, Inc.",3.745,N/A,408.7823,-135.02,N/A,0.721019623
PDM,"Piedmont Office Realty Trust, Inc.",24.265,0.034369885,3074.13652,N/A,N/A,0.597989182
PEB,Pebblebrook Hotel Trust,25.53,0.060485476,3282.83242,-41.88,-2.49343832,1.08539103
PEBK,"Peoples Bancorp of North Carolina, Inc.",28.37,0.019739161,167.72344,11.96,0.236776458,0.806216665
PEBO,"Peoples Bancorp, Inc. (Ohio)",32.94,0.039891206,684.92991,12.39,0.496800903,0.899688429
PEGI,"Pattern Energy Group, Inc.",27.115,0.062518519,2651.913,-26.24,-1.633284954,0.476015643
PEI,Pennsylvania Real Estate Investment Trust,3.82,0.220472441,295.62552,-2.61,-0.574516107,1.69715604
PENN,"Penn National Gaming, Inc.",37.265,N/A,4266.75753,46.11,N/A,1.56382755
PETQ,"PetIQ, Inc.",34.14,N/A,942.40017,-194.97,N/A,1.405932741
PETS,"PetMed Express, Inc.",28.25,0.038325053,568.27788,22.39,0.854903823,0.705224306
PFBC,Preferred Bank (California),62.75,0.019102197,938.141316,12.16,0.232513079,1.09937004
PFBI,"Premier Financial Bancorp, Inc.",16.55,0.035992801,244.2155,9.92,0.365742152,0.779393896
PFGC,Performance Food Group Co.,53.61,N/A,6231.316,32.25,N/A,0.329138262
PFIS,Peoples Financial Services Corp.,47.83,0.028643111,353.36804,12.94,0.367854362,0.856546845
PFNX,"Pfênex, Inc.",12.75,N/A,393.09916,-26.7,N/A,1.013834405
PFS,"Provident Financial Services, Inc.",23.16,0.040017399,1512.46612,13.28,0.527704485,0.732886218
PFSI,"PennyMac Financial Services, Inc.",37.17,0.00317041,2971.79275,7.41,0.023914386,0.540768283
PGC,Peapack-Gladstone Financial Corp.,31.26,0.006385696,592.79364,12.7,0.081224871,1.029869793
PGNX,"Progenics Pharmaceuticals, Inc.",4.825,N/A,414.8256,-5.69,N/A,1.866344875
PGTI,"PGT Innovations, Inc.",16.45,N/A,966.60275,18.84,N/A,0.858569171
PHAS,"PhaseBio Pharmaceuticals, Inc.",5.21,N/A,147.28192,-4.04,N/A,1.719743059
PHR,"Phreesia, Inc.",32.36,N/A,1194.614979,-2.94,N/A,-0.290011823
PHUN,"Phunware, Inc.",0.8802,N/A,35.615097,-2.05,N/A,1.864550008
PHX,"Panhandle Oil & Gas, Inc.",6.88,0.022857143,115.171,-2.21,-0.051290271,0.9677927
PI,"Impinj, Inc.",32.24,N/A,715.17696,-32.79,N/A,1.617849077
PICO,"PICO Holdings, Inc.",10.36,N/A,210.8658,31.03,N/A,0.697215859
PIRS,"Pieris Pharmaceuticals, Inc.",4.195,N/A,197.572,-5.9,N/A,1.53057468
PJC,Piper Jaffray Cos.,79.62,0.018839488,1143.128226,19.79,0.372800477,1.162281879
PJT,"PJT Partners, Inc.",53.06,0.003805175,1213.41104,42.96,0.16194332,1.159963191
PKBK,"Parke Bancorp, Inc.",23.14,0.026518392,277.036634,8.38,0.22378632,0.946943318
PKD,Parker Drilling Co.,14.66,N/A,220.5597,-1.07,N/A,2.357553854
PKE,Park Aerospace Corp.,16.01,0.02528445,324.61058,37.44,0.935453695,0.726668313
PKOH,Park-Ohio Holdings Corp.,30.505,0.016474465,379.16255,8.16,0.133187715,1.403601176
PLAB,"Photronics, Inc.",15.345,N/A,983.862656,34.17,N/A,1.669648694
PLAY,"Dave & Buster's Entertainment, Inc.",45.9,0.013359615,1395.87186,16.1,0.213922497,0.87313023
PLCE,"The Children's Place, Inc.",68.63,0.032426,1012.806504,17.6,0.558601958,1.572411989
PLMR,"Palomar Holdings, Inc.",58,N/A,1406.870092,N/A,N/A,0.648669743
PLOW,"Douglas Dynamics, Inc.",53.98,0.020016642,1232.7536,23.81,0.477398015,0.885319952
PLPC,Preformed Line Products Co.,57.28,0.014154282,283.05216,12.46,0.175442444,1.31392541
PLSE,"Pulse Biosciences, Inc.",13.765,N/A,285.835,-6.46,N/A,1.790311656
PLT,"Plantronics, Inc.",14.87,0.040053405,597.94168,-3.44,-0.138789295,1.589410851
PLUG,"Plug Power, Inc.",4.465,N/A,1354.18311,-11.16,N/A,1.204567853
PLUS,"ePlus, Inc.",85.805,N/A,1166.51322,16.13,N/A,1.581677568
PLXS,Plexus Corp.,75.54,N/A,2171.38935,19.06,N/A,1.324091171
PMBC,Pacific Mercantile Bancorp,7.05,N/A,165.250235,29.47,N/A,0.842502336
PMT,PennyMac Mortgage Investment Trust,23.4,0.080756014,2332.23696,9.01,0.723717134,0.42462223
PNM,"PNM Resources, Inc.",55.11,0.021041175,4435.754287,-452.46,-9.523809524,0.340009149
PNRG,PrimeEnergy Resources Corp.,138.26,N/A,277.2113,22.38,N/A,0.050326469
PNTG,"The Pennant Group, Inc.",32.51,N/A,865.76323,N/A,N/A,0.254464361
POL,PolyOne Corp.,31.98,0.024678784,2455.41068,4.18,0.103001766,1.677009999
POR,Portland General Electric Co.,60.98,0.024360437,5484.75964,26.96,0.661036434,0.128564156
POWI,"Power Integrations, Inc.",109.29,0.006526807,3167.9505,16.62,0.106366814,1.720231386
POWL,"Powell Industries, Inc.",37.49,0.02785963,432.91601,28.34,0.784550392,1.003671161
PPBI,"Pacific Premier Bancorp, Inc.",29.97,0.029421598,1779.82446,11.4,0.334677113,1.325416215
PQG,"PQ Group Holdings, Inc.",15.27,N/A,2112.61752,23.11,N/A,1.197014024
PRA,ProAssurance Corp.,32.98,0.037315679,1787.47493,49.36,1.855731817,0.861766105
PRAA,"PRA Group, Inc.",38.215,N/A,1724.70978,23.49,N/A,0.959515064
PRFT,"Perficient, Inc.",52.4,N/A,1714.68638,50.06,N/A,0.936878134
PRGS,Progress Software Corp.,45.11,0.01394731,2037.21217,76.44,1.067615658,1.340174579
PRGX,"PRGX Global, Inc.",4.03,N/A,91.513224,-58.79,N/A,0.913210182
PRIM,Primoris Services Corp.,22.945,0.010661928,1147.60482,13.33,0.139389011,0.916799528
PRK,Park National Corp.,100.6,0.040432346,1633.29232,15.89,0.63819032,0.901770839
PRLB,"Proto Labs, Inc.",99.59,N/A,2649.141,42.03,N/A,1.754045342
PRMW,Primo Water Corp.,15.34,N/A,607.49462,157.44,N/A,0.727289635
PRNB,"Principia Biopharma, Inc.",70.13,N/A,2320.99173,-70.28,N/A,1.859891309
PRO,"PROS Holdings, Inc.",52.04,N/A,2223.5808,-30.25,N/A,1.328546301
