symbol,name,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,enterpriseValueMultiple,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,receivablesTurnover,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,% return on investment
PNC,"The PNC Financial Services Group, Inc.",0.9332,1.53225,1.80215,11.23335,0,5.34445,5.4334,1.467810187,0.752648266,1,0.248687595,1,0.436681878,0.187808719,0.247351734,0,0.09725,0,0.752648266,1,0.248687595,0,0,0,0,0.058778646,0,0,0,0,0,0,0,0,0.14835,1.31655,0,0,0,0,8.875915241,10.99075,10.991,14.41085,0.1435,0,0.335825972,1,0,0,0,18.48481532,0.117757179,0.75635,1.0755,0.8288,0.9148,0.54265,0.5517,0.2293,0.22895,-0.60775,-0.1938,-0.1938,0.0708,0.0937,0.12465,0.0331,0.2529,0.0984,0.0325,0.06075,-0.0058,0.11235,0.17125,0.15275,-0.09775,-0.20585,-0.3442,0,0,-0.0468,-0.11035,-0.12235,0,0.6355,115.5283511
PNR,Pentair Plc,1.03965,0,0.79535,15.63565,6.05695,10.83365,8.6033,2.255963173,0.673499652,0.841563785,0.091093359,0.299333893,0.092479241,0.051953337,0.326500348,0.1778,0.0691,0.0489,0.673499652,0.841563785,0.091093359,6.05695,3.2541,7.41785,8.634365374,0.725557997,2.038,1.062069247,0.079530482,-69.73115,61.97255,0,29.8736,0,0.192,0.34985,0.257914737,0.258842269,6.70425,0.351436761,1.820748724,2.7051,2.1315,0.4063,0.5045,6.05695,0.09258508,0.788158468,0.351436761,83.81634573,4.725645001,2.047166428,0.511117321,-0.0204,-0.0044,0.0502,0.053,0.04415,0.0481,0.0008,0.00115,0.0572,0.15585,0.17305,0.012,0.0245,-0.0269,0.04325,0.0112,-0.01335,0.06325,-0.03345,-0.08855,0.07405,0.08105,0.07205,0.16435,0.12565,0.0847,0.0614,-0.0059,-0.00955,0.04405,-0.1387,0.04355,-0.0395,253.9525131
PNW,Pinnacle West Capital Corp.,1.1576,1.2184,1.29385,33.21565,7.82115,68.59575,4.73785,3.359856731,0.50771315,0.584059037,0.184651284,0.341455567,0.209763489,0.06571448,0.49228685,0.02365,0.0578,0.037,0.50771315,0.584059037,0.184651284,7.82115,2.5975,14.3499,0.345681925,0.26022165,0.772,0.431630234,0.103551624,-36.54495,47.544,0,27.4507,0,0.314,1.09765,0.482935007,0.522297379,2.57685,0.236545276,3.48959771,8.79615,1.924,1.2355,1.864,7.82115,0.286873125,0.190089251,0.236545276,1.745870525,1.274817872,0.984835417,1.810552368,0.06695,0.25025,0.1089,1.7026,1.5534,1.5799,0.0291,0.0305,0,-0.0192,6.599,-0.00595,-0.0027,-0.02105,0.0085,0.0055,0.20515,-0.0551,-0.05765,-0.19335,0.02205,-0.0011,-0.01235,0.0433,0.02305,0.0061,0.03795,-0.10425,0.0327,0.0061,-0.02325,0,0,108.0070146
PPG,"PPG Industries, Inc.",3.18595,0,0.90985,23.3491,4.73615,11.2512,8.8649,3.181911964,0.6435322,0.797144837,0.080557727,0.386041782,0.085958825,0.042371475,0.3564678,0.0954,0.15045,0.07445,0.6435322,0.797144837,0.080557727,4.73615,1.1781,8.0667,4.720737615,0.877920469,1.8095,1.172074923,0.332715028,-72.4223,76.9569,0,80.30065,0,0.25345,1.0053,0.488317369,0.499709024,5.4976,0.361880381,3.955285286,4.0226,3.194,3.63895,0.7555,4.73615,0.103744141,0.793976844,0.361880381,25.86528361,4.94735802,2.117988725,0.75936784,-0.03315,0.288,0.2636,0.4566,0.45655,0.4527,-0.00345,0,0.0213,-0.045,-0.0219,0.04825,0.0728,0.03395,0.04515,0.0548,0.06725,-0.011,-0.0349,-0.12455,0.02145,0.02825,0.00035,0.03285,0.03385,0.0297,-0.00285,-0.0372,0.0102,0.0501,0.036,-0.0621,-0.06495,119.103219
PPL,PPL Corp.,1.75335,2.4806,1.45685,19.5807,7.10605,21.15155,5.97735,4.835344745,0.787968848,0.619487713,0.165613005,0.169636492,0.169636492,0.082359591,0.212031152,0.0363,0.0942,0.03735,0.787968848,0.619487713,0.165613005,7.10605,2.3658,19.25445,0.48732144,0.297782122,1.1615,0.473445293,0.199709947,-27.5754,55.4363,0,37.1828,0,0.37895,1.5214,0.581065782,0.602704032,2.67415,0.195094965,4.016283817,4.81885,1.339,2.3092,0.9615,7.10605,0.243605498,0.276507151,0.195094965,2.299055668,1.392424316,1.001522049,0.936840892,0.30435,0.25135,0.30435,0.37115,0.2224,0.22325,0.07675,0.0753,0.0222,0.1316,2.2949,0.0226,0.05845,0.06195,0.059,0.0485,0.0338,-0.00685,-0.03045,-0.1778,0.10325,0.07905,0.06055,0.10445,0.09405,0.0627,0.1937,0.4302,0.2585,0.18895,0.31505,0,0,77.81657857
PRGO,Perrigo Co. Plc,4.9498,1.422,2.3892,24.2041,6.6164,19.7415,16.3046,1.759621029,0.711483613,0.75614315,0.167178782,0.357134406,0.170237748,0.085616983,0.288516387,0.1928,0.2046,0.1121,0.711483613,0.75614315,0.167178782,6.6164,2.3041,5.4147,5.358347291,0.775208334,1.937,1.552395052,1.019118396,-17.8712,57.9019,65.39865,43.0168,43.89025,0.39875,1.0979,0.473813682,0.521469845,11.7296,0.258012622,2.745303863,3.11865,2.491,6.673,0.1175,6.6164,0.133039607,0,0.258012622,7.383699548,4.961665094,3.622568506,0.049886282,0.2097,0.3484,0.36975,0.30485,0.2753,0.2774,-0.00425,-0.0042,0.0628,0.0533,0.2529,0.0468,0.0669,0.0935,0.0426,0.14675,0.1903,0.125,0,0.22595,0.0479,0.04695,0.06765,0,0.0466,0.0539,0.17655,0.0714,-0.0133,0.09805,0.2532,0.07565,0.1081,133.1042907
PRU,"Prudential Financial, Inc.",0.8773,0.8773,0.71215,8.6959,0,4.0548,4.0548,3.593146835,0.863682066,1,0.102807301,0.335375394,0.077697422,0.087502286,0.136317934,0,0.1083,0,0.863682066,1,0.102807301,0,0,0,0,0.069110589,0,0,0,0,0,0,0,0,0.06065,1.08535,0,0,0,0,17.85695317,13.35475,13.355,28.13385,0.1525,0,0.175769305,1,0,0,0,14.10368124,0.151339172,0.3084,1.62995,1.9798,1.8787,1.86805,1.8565,0.05065,0,0.4249,-0.1709,-0.1709,0,0.0537,0.01905,0,0.09565,0.06645,0,0.0363,-0.04655,0,0.06815,0.07345,0,0.0518,-0.0484,0,0,0.10165,0.49565,-0.08815,0,0.01605,79.30597451
PSA,Public Storage,1.75705,1.8012,9.6065,33.1899,0,15.1886,14.105,0.532383577,1,0.961178538,0.483935972,0.675797414,0.43853032,0.465354575,0,0,0.0855,0,1,0.961178538,0.483935972,0,0,0,0.214423571,0.16773175,0,0,0,0,0,0,0,0,0.0564,0.0618,0,0,26.06665,0,1.096306879,6.5418,6.0355,3.6192,0.962,0,0.681571409,0.92251069,0,0,13.07098632,1.437364509,0.935773821,-0.0351,-0.15235,0.00025,-0.2443,-0.24565,-0.24635,0.00185,0.00325,0.08605,0.00785,0.0415,0.0593,0.04045,-0.01665,0.05505,0.05375,0.04665,0.06955,0.0692,0.22445,0.06145,0.07665,-0.0145,0.0855,0.07015,0.09165,0,0,-0.02235,-0.00335,-0.04925,0,-0.17705,107.8692985
PSX,Phillips 66,0.8566,1.0233,0.1055,4.5033,8.71625,4.204,3.4596,0.205262038,0.561670887,0.999028056,0.008130697,0.031634909,0.008393322,0.004560768,0.438329113,0.0332,0.023,0.0214,0.561670887,0.999028056,0.008130697,8.71625,0,18.6871,8.1289013,2.982106403,1.197,0.774892252,0,-11.5634,23.49605,0,25.55475,0,0.00965,0.01595,0.014727097,0.015718274,1080,3.613533472,1.661008625,1.6666,0.7505,0,0,8.71625,0.011187286,-0.575596554,3.613533472,54.98896552,1.101763511,1.101763511,0,0.0691,-0.12015,-0.036,-0.13855,0,0,0,0,0,0.27015,-2.1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24635,0.03525,0.0242,0,-0.01285,0,-0.1061,142.5336007
PVH,PVH Corp.,1.7625,202.2609,0.8586,12.6783,12.078,10.8084,9.6058,2.984670979,0.765231611,0.86322708,0.102181945,0.49301193,0.101642077,0.06749819,0.234768389,0.2025,0.1386,0.1019,0.765231611,0.86322708,0.102181945,12.078,6.1118,8.7791,14.32300536,1.02523936,2.742,1.866961897,1.325178226,-79.1715,29.9159,0,16.5089,0,0.1708,0.3419,0.254814471,0.254814471,7.3114,0.536593057,2.002201868,4.1444,3.6833,9.2949,0.048,12.078,0.08938643,0.888738608,0.536593057,0,8.987843729,6.770897148,0.048242851,-0.015,0.3621,0.4185,0.7643,0.764,0.75,0.005,0,0,-0.1059,0.2564,-0.0005,-0.0201,0.0719,0.0434,-0.0145,-0.0288,0.1761,0.113,0.064,0.0981,0.147,0.1001,0,0,0,-0.0199,-0.0668,0.0634,0.1642,0,0,-0.0875,187.5397652
PWR,"Quanta Services, Inc.",1.3238,2.77935,1.23965,26.50805,4.2728,26.81385,14.5733,1.817034849,0.665350999,0.966947733,0.070733503,0.170645128,0.070097577,0.0455377,0.334649001,0.0801,0.04885,0.049,0.665350999,0.966947733,0.070733503,4.2728,2.1586,98.5854,3.956335647,0.821003833,3.1915,2.901679437,1.244510439,-5.34765,86.5718,0,44.12745,0,0.01595,0.0211,0.019563686,0.020268893,35.99945,91.97598074,1.307011051,1.5107,0.8375,3.0263,0,4.2728,0.089892363,0.544116196,91.97598074,145.5322979,2.212501162,2.212501162,0,-0.03595,-0.0861,-0.0775,-0.0131,-0.09435,-0.09005,0.08695,0.03705,0,0.09585,0.80165,-0.02485,0.02365,-0.0332,0.06585,0.0913,0.05755,-0.04925,0.1168,0.34185,0.00365,0.2156,0.178,0,0,0,0.0427,0.42155,0.10575,0.03125,-0.46815,0,-0.0024,44.03458889
PXD,Pioneer Natural Resources Co.,1.99345,2.16285,4.2685,8.44555,4.002,90.13565,9.03645,3.185895115,0.345898369,-1.364373732,0.236838201,0.727739771,0.182433317,0.106863891,0.154101631,0.0332,0.0661,0.0327,0.345898369,-1.364373732,0.236838201,4.002,0.83,13.58615,0.235307623,0.195793785,1.3175,0.781164231,0.096211972,-123.61205,100.48265,0,67.98235,0,0.2901,0.7061,0.412737084,0.412737084,2.9989,0.345305412,2.42827079,7.9622,0.7405,0.6029,-0.079,4.002,0.480196524,0.108820632,0.345305412,0,1.124302338,1.108418757,0.007838627,0.4117,12.9397,9.25145,5.6834,5.45625,5.39105,-0.0101,-0.00655,-0.36665,0.4458,0.6526,0.0663,0.1082,0.04815,0.082,-0.0353,0.0618,0.06565,0.03085,0.09625,0.1479,0.1186,0.1056,0,-0.1753,-0.32465,-0.12845,0.5286,0.02975,0.08665,-0.0527,0.4046,0.1212,191.9297748
QCOM,"QUALCOMM, Inc.",3.60465,3.8677,6.9372,35.2028,9.80515,15.97295,14.10755,0.84165802,0.746041105,1,0.2981786,0.704093903,0.292051254,0.224467072,0.253958895,0.2452,0.11705,0.13175,0.746041105,1,0.2981786,9.80515,4.315,21.85895,4.4896922,0.368841804,3.344,3.098569975,0.807277991,-56.5209,24.43025,0,23.8708,0,0.01775,0.02605,0,0.024744805,0,1.876611418,1.408313138,3.40585,3.04625,1.8998,0.526,9.80515,0.530815639,0.894689344,1.876611418,1.876611418,9.496258321,3.205562521,0.52452312,-0.00205,0.2457,0.07385,0.2717,0.27865,0.2816,-0.00395,-0.0045,0.09545,0.292,0.768,0.09105,0.14895,0.0957,0.2802,0.159,0.16425,0.17685,0.03295,-0.069,0.1527,0.14395,0.12465,0,0.22945,0.1386,-0.39495,0.01755,0.11225,0.0784,0,0.03665,-0.06025,49.01365803
RCL,Royal Caribbean Cruises Ltd.,1.0007,1.1114,1.20815,27.59445,20.8057,0,6.2417,6.590544096,1,0.45559091,0.104925905,0.324289998,0.100902999,0.051127134,0,0.02365,0.0428,0.0243,1,0.45559091,0.104925905,20.8057,5.97165,57.6522,0.394187479,0.333297139,0.334,0.213041957,0.112711714,-10.02665,17.7064,0,14.92835,0,0.4637,1.1404,0.503496638,0.532766722,1.94055,0.141046654,2.459406967,5.83825,-4.3535,1.6408,0,20.8057,0.194864678,-0.951636732,0.141046654,1.252168433,0.573365966,0.573365966,0,0.05795,0.2155,0.1151,0.82375,0.8221,0.80145,0.0039,0,-0.5,0.3785,0.22245,0.06275,0.0477,0.041,0.03865,0.0074,0.03375,-0.0595,-0.14255,-0.20955,0.05845,0.071,0.06765,-1,-1,-1,0.01805,0.1491,0.0927,0.07385,0.1438,0,0.04715,154.7750153
RE,Everest Re Group Ltd.,0.79505,0.79505,1.0705,7.1832,2.72555,5.83515,5.83515,0.322079434,0.946064108,0.921225049,0.181165599,0.220953589,0.181165599,0.154587439,0.053935892,0,0.11475,0,0.946064108,0.921225049,0.181165599,2.72555,23.86055,0,0,0.252936497,0,0,0,0,134.38655,0,3.9936,0,0.0519,0.15245,0,0,12.81075,0,2.93799173,14.85055,14.8505,4.40015,0.162,2.72555,0.184810204,1,0,0,0,7.591186145,0.161208897,3.1337,114.3192,114.3192,21.88895,22.5046,22.43805,-0.05515,0,0,0.177,0.177,0.1048,-0.01035,0.03175,0.1793,-0.0774,0.08505,0.1287,0.043,-0.02435,0.1334,0.09255,0.08425,0.2753,0.3556,0.2368,0.0063,0,0.0449,0.19365,-0.14195,0,0.0593,90.63221589
REG,Regency Centers Corp.,1.7769,1.7921,6.63505,0,5.49145,20.4598,19.67825,0.299839341,0.589068555,-0.188216163,0.22144798,0.750334153,0.359379647,-0.025060268,-0.089068555,0,-0.0062,0,0.589068555,-0.188216163,0.22144798,5.49145,0.8992,0,0.128757592,0.118818323,0,0,0,0,62.47175,0,91.67765,0,0.50305,1.132,0,0,0.8788,0,2.244785873,2.0646,2.184,0.75645,-8.1165,5.49145,0.352441736,1.028285268,0,0,3.730841776,1.22066721,8.430637477,-0.0518,0.0372,-0.13625,-0.32915,-0.31085,-0.31085,0.0833,0,-0.19795,-0.19975,0.36935,0.00625,0.00555,-0.0122,-0.03225,-0.0719,-0.12995,-0.11675,-0.23115,-0.33365,0.04055,-0.01225,-0.04915,0.0051,-0.0174,-0.07535,-0.1034,0,-0.01775,-0.07755,-0.02165,0,0.1155,242.0818385
REGN,"Regeneron Pharmaceuticals, Inc.",5.16025,5.16025,5.5085,0,6.87605,0,-0.30095,0,0,0,-0.195625832,0.995497708,-0.203853667,-0.203203476,0,-0.145,-0.18445,-0.11725,0,0,-0.195625832,6.87605,2.4379,0,1.390904754,0.466540781,3.913,3.693056762,1.622585561,0,64.1159,0,44.9244,0,0.147,0.289,0.223725457,0.224102335,-20.12275,-0.010731979,1.966084435,0.15995,-1.051,1.9765,0,6.87605,0.015868888,-0.002353309,-0.010731979,73.49777778,0.138340837,0.138340837,0,0.39995,-0.1891,-0.0873,-0.19865,-0.1662,-0.1662,0.02575,0.02575,0,1.3169,0.3239,0.1444,0.224,0.53185,0,0,0.213,0,0,0,0.03065,0.17085,0.0358,0,0,0,0.5557,0,0.2466,0.105,0.74,0.33875,0.15735,1421.513618
RF,Regions Financial Corp.,0.4092,0.6338,2.7066,0,0,2.5149,2.5827,0,0,0,-0.477923454,1,-0.376955311,-0.37703062,0,0,-0.05805,0,0,0,-0.477923454,0,0,0,1.058505853,0.02023304,0,0,0,0,0,0,0,0,0.14245,1.1306,0,0,0,0,7.934140875,2.75235,2.556,6.86955,-0.0835,0,1.105643416,0.919969737,0,0,15.41800913,11.81067478,0,-0.14205,0.48675,0.5453,0.5853,0.6774,0.6774,0.3318,0.3318,-0.77845,0.545,0.7035,0,-0.236,-0.3678,0,-0.05175,-0.18675,0,0,0,0,-0.0953,-0.22685,0,-0.4391,-0.63945,0,0,-0.04845,-0.24915,-0.29735,0,-0.12905,129.1555664
RHI,"Robert Half International, Inc.",4.7404,6.07895,1.37355,89.6875,7.626,25.3257,21.2027,2.317629439,0.565906735,1,0.029129405,0.369763758,0.028800621,0.016540014,0.434093265,0.0769,0.0603,0.1021,0.565906735,1,0.029129405,7.626,7.8183,0,27.4957792,2.42901188,2.4465,1.895940685,0.884162781,0,46.1037,0,11.49205,0,0.00145,0.0021,0.00197699,0.002112931,0,112.898489,1.476665335,1.43865,1.1745,2.3566,1.578,7.626,0.067241064,0.814373286,112.898489,1777.595439,5.417399298,1.846352524,1.547733964,-0.17065,-0.05645,-0.044,-0.03675,0.0125,-0.0079,-0.02935,-0.0282,0.0871,-0.36525,-0.37995,0.0495,0.0397,-0.0672,0.02265,0.0136,-0.1595,-0.09255,-0.20525,-0.41705,0.05245,0.0149,-0.0118,0,0.17425,0.11805,-0.0424,0,-0.04915,-0.05125,-0.05615,0,-0.13335,55.63857199
RJF,"Raymond James Financial, Inc.",1.3333,0.75275,1.10305,16.23275,1.2786,4.0283,2.29305,7.735406444,0.62239372,1,0.110905589,0.978226058,0.10748717,0.069137402,0.37760628,0,0.08715,0,0.62239372,1,0.110905589,1.2786,0.14055,0,15.37424119,0.151378749,0,0,0,0,267.85855,0,608.3058,0,0.1321,1.0764,0,0,0,0,8.36677387,-2.6831,-2.92825,22.1711,0.296,1.2786,-0.101603743,0.452508158,0,0,-17.65048458,-4.436536909,0.299892163,0.0268,0.04895,0.06225,0.07215,0.0525,0.05585,0.00915,0.0098,0,-1.54135,-1.5798,0.05315,0.0584,0.0202,0.06885,0,0,0.0492,0.0464,-0.07955,0.12355,0.1187,0.0918,0.13105,0.17595,0.07215,-0.10365,0,-0.0694,0.08175,0.36655,0,0.02645,287.3446886
RL,Ralph Lauren Corp.,2.78,4.9039,1.7462,18.1732,11.6221,12.3611,9.5909,0.946790635,0.695633251,0.968798313,0.142903051,0.58227721,0.141979152,0.096306413,0.304366749,0.2154,0.1539,0.1604,0.695633251,0.968798313,0.142903051,11.6221,8.4707,9.6762,7.141279403,1.070984534,3.045,2.046166198,0.753512646,-88.4508,27.9968,0,10.9817,0,0.0607,0.0905,0.083002324,0.083002324,32.0495,3.213399504,1.491657576,9.1658,7.1304,5.6936,0.062,11.6221,0.182068328,0.777937121,3.213399504,0,4.503229011,4.011061947,0.051511992,0.0617,0.1586,0.1871,0.181,0.1858,0.1796,-0.003,0,0.5,0.1709,0.1969,0.098,0.091,0.0696,0.1409,0.1949,0.0632,0.1283,0.2091,0.0808,0.1497,0.138,0.1211,0,0.0845,0.1447,-0.1958,-0.0402,0.0671,0.1429,-0.3059,0,0.0594,-28.66622823
RMD,"ResMed, Inc.",3.1669,3.39765,3.7773,22.5629,4.76565,29.2269,18.6737,1.749540287,0.727784851,0.994934588,0.230022438,0.600770575,0.213376373,0.16653458,0.272215149,0.16585,0.13945,0.1461,0.727784851,0.994934588,0.230022438,4.76565,5.1639,6.1007,2.629926051,0.64111111,3.161,2.310849812,1.553907945,-46.3456,79.9498,73.2444,19.18455,63.6722,0.09105,0.11975,0.038941758,0.106505976,49.35435,1.511814265,1.307695236,1.41325,0.86825,2.99345,0,4.76565,0.21587077,0.623051868,1.511814265,2.541616533,2.761841379,2.761841379,0,0.1526,0.2915,0.2971,0.31285,0.3278,0.3259,-0.01245,-0.0073,0,0.2605,0.25615,0.22825,0.189,0.14465,0.24175,0.20965,0.30095,0.21405,0.198,0.29745,0.2768,0.2112,0.1253,0,0,0,0.0867,0.087,0.0755,0.1053,-0.03635,0.1172,0.08845,221.2716783
ROK,"Rockwell Automation, Inc.",5.28595,14.18315,1.59935,23.12165,5.63315,17.72045,14.60725,2.777995576,0.807450217,0.86168169,0.103672066,0.380472144,0.10088856,0.073267277,0.192549783,0.18625,0.2428,0.1082,0.807450217,0.86168169,0.103672066,5.63315,3.243,8.9531,8.591263793,1.014558355,2.185,1.40735701,0.672577122,-66.52335,62.8709,0,29.56855,0,0.20035,0.65345,0.394946866,0.394946866,7.9668,0.563883507,3.261091915,3.5982,2.97005,5.1374,0.559,5.63315,0.111604581,0.825192585,0.563883507,0,5.725953545,1.978039862,0.559625937,-0.04785,0.12345,0.09395,0.24295,0.2428,0.23795,0.0014,0.0056,0.02585,-0.0898,-0.0548,0.02705,0.06975,0.043,-0.00285,0.02985,0.1771,-0.0324,-0.02445,-0.2639,-0.0336,0.0059,-0.03605,-0.0853,0.1065,0.05265,-0.03035,0.07035,0.02005,-0.0502,-0.0496,0,-0.0469,164.4359433
ROL,"Rollins, Inc.",8.48345,0,2.1671,27.6663,14.9905,23.24795,20.32665,0.086866964,0.64599943,0.994694779,0.122568548,0.487030969,0.122568548,0.078682771,0.35400057,-3.2196,0.30975,0.2314,0.64599943,0.994694779,0.122568548,14.9905,14.19685,102.32275,14.87420683,1.866202663,0.5655,0.381333966,0.062846527,-7.1053,25.19635,0,6.85595,0,0.0475,0.10035,0,0.091049546,230.7428,4.233067949,2.109332423,0.35135,0.308,0.04555,0.364,14.9905,0.10616435,0.876458537,4.233067949,4.233067949,8.279249263,2.548769483,0.363157756,0.06745,0.12525,0.12525,0.145,0.1545,0.1667,-0.01055,-0.0119,0.2291,0.1703,0.20995,0.0631,0.07985,0.08765,0.28715,0.10295,0.11255,0.26895,0.11335,0.1321,0.14405,0.1096,0.08855,0.1801,0.21685,0.22855,0.0727,0.0514,0.0411,0.1551,-0.3359,0,0.04925,249.8953253
ROP,"Roper Technologies, Inc.",2.30315,0,2.67945,21.09255,4.9375,14.59835,13.7302,2.773334962,0.712124388,0.861905569,0.205065849,0.521662546,0.204221872,0.126014779,0.287875612,0.52545,0.1081,0.06945,0.712124388,0.861905569,0.205065849,4.9375,5.12845,12.2971,20.8883721,0.472144895,1.836,1.328719457,0.425952256,-61.75,75.70385,0,20.3413,0,0.26555,0.482,0.306338597,0.325217288,7.2715,0.345512009,1.815037865,4.67655,4.382,2.3592,0.118,4.9375,0.194324983,0.936164889,0.345512009,4.304901367,15.83465236,7.183069223,0.117610311,0.0501,0.05315,0.057,0.0983,0.0668,0.07585,0.0264,0.01595,0.1447,0.1026,0.1117,0.1275,0.0997,0.035,0.16745,0.1143,0.10565,0.1423,0.1488,0.0652,0.2108,0.13555,0.14465,0.1013,0.1185,0.1273,0.04665,-0.0198,0.13055,0.1427,0.0364,0,0.04855,268.6113266
ROST,"Ross Stores, Inc.",4.8623,4.8623,0.8018,12.9167,168.2407,7.8287,6.4838,1.037482277,0.616199207,0.98954308,0.101071892,0.25847438,0.101071892,0.061629158,0.383800793,0.2956,0.3826,0.5617,0.616199207,0.98954308,0.101071892,168.2407,3.3134,8.1939,7.618473615,2.594859268,1.466,0.684016316,0.645387622,-59.7795,2.2473,0,33.4454,0,0.0542,0.1296,0.114740919,0.114740919,95.6304,5.92256,2.39233539,1.8073,1.4849,1.5631,0.122,168.2407,0.123657804,0.821612051,5.92256,0,5.605759826,4.157563448,0.124677871,0.214,0.4663,0.4663,0.4496,0.5254,0.518,-0.0491,-0.048,0.1579,0.5227,1.0324,0.1566,0.1525,0.1355,0.217,0.2902,0.2577,0.1581,0.2561,0.2764,0.1366,0.1265,0.1302,0.2126,0.2067,0.2239,0.0744,-0.0097,0.1754,0.2216,0,0,0.0933,278.4884886
RSG,"Republic Services, Inc.",1.4438,0,1.36395,22.19905,9.3139,17.38185,7.85455,2.633010871,0.575722377,0.612452004,0.17432311,0.410705532,0.192406694,0.061426217,0.424277623,0.0941,0.065,0.0559,0.575722377,0.612452004,0.17432311,9.3139,3.41305,0,1.220866319,0.41806821,0.481,0.350473709,0.025911988,0,37.9165,0,26.8487,0,0.3514,0.8899,0.443405766,0.470743685,2.58775,0.206586602,2.531743491,3.7106,1.6755,0.17845,0.588,9.3139,0.173589734,0.451431991,0.206586602,2.101904772,1.825441183,1.326337058,0.58203147,0.82055,1.98065,2.3133,2.86525,1.21825,1.26445,0.46955,0.4656,0.04095,0.87655,1.8165,0.1099,0.1085,0.0995,0.09715,0.02765,0.07515,0.0507,0.03095,-0.03635,0.1285,0.2048,0.42285,0,0.2176,0.18005,-0.0634,0,-0.01155,-0.2167,-0.0638,0,0.49995,93.94618656
RTN,Raytheon Co.,1.8705,0,0.7326,9.88385,5.7888,9.5639,7.972,1.948446966,0.713607748,0.954927005,0.111323128,0.200129345,0.113079294,0.07546561,0.286392252,0.4117,0.19275,0.1176,0.713607748,0.954927005,0.111323128,5.7888,4.9008,72.7642,12.4952243,1.041888116,1.4525,1.321438536,0.544382946,-6.44695,64.98575,0,21.40735,0,0.12325,0.30355,0.230860667,0.230860667,22.3827,0.853990097,2.453026199,6.21905,5.2435,8.43695,0.239,5.7888,0.093369011,0.838161547,0.853990097,0,6.479746088,2.721348368,0.267874396,0.02285,-0.00205,0.01005,0.0541,0.11645,0.1227,-0.0616,0,0.0072,0.03255,0.0483,0.0325,0.10625,0.1259,0.03165,0.04045,0.1445,0.22085,0.30725,0.0744,-0.02015,0.0206,-0.00995,0.03975,-0.01235,0.06115,0.0675,0.05685,0.02745,0.10595,0.27935,0.0995,0.02985,218.7792164
SBAC,SBA Communications Corp.,10.7482,0,7.3495,0,19.14755,28.93145,20.6699,9.38645066,0,-7.671371341,0.049360546,0.678357492,0.121120512,-0.282130428,0,-0.1075,-0.42455,0.01455,0,-7.671371341,0.049360546,19.14755,15.8299,0,0.389750919,0.17596713,1.308,1.229212694,0.962377103,0,20.51525,0,6.47905,0,0.7914,6.5357,0.851678585,0.852586793,0.15055,0.080279383,8.127016344,1.81985,1.335,1.223,0,19.14755,0.360826396,0.730758306,0.080279383,3.884599274,3.921833687,3.921833687,0,0.1807,-0.51945,0.3598,-0.73965,-0.6836,-0.6836,0.02645,0.02645,0,0.09255,0.0224,0.01655,0.0633,0.10745,0.0441,0.3586,0.25145,0,0,0,-0.036,0.09995,0.01975,0,0,0,0.16465,0,0.02955,-0.2999,0.08825,0,0.0931,301.1533475
